,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,multi_sample_binning/S1.bam_cov,multi_sample_binning/S2.bam_cov,multi_sample_binning/S3.bam_cov,multi_sample_binning/S4.bam_cov,multi_sample_binning/S5.bam_cov
k115_1656,0.04566369837075034,0.03150441315185762,0.016637163672020255,0.01734512793296489,0.026194681194772845,0.013451324497769394,0.013451324497769394,0.014513270889186348,0.015221235150130984,0.01026548532351853,0.006725664018795348,0.006017699757850712,0.012389378106352439,0.012389378106352439,0.004955753366433758,0.006017699757850712,0.02194689562910503,0.01203539597588012,0.012743360236824758,0.010973449584463165,0.020884949237688074,0.010973449584463165,0.01769911006343721,0.016637163672020255,0.006725664018795348,0.00637168188832303,0.006017699757850712,0.01203539597588012,0.009911503193046211,0.006017699757850712,0.00849557467115694,0.01769911006343721,0.006017699757850712,0.0028318605835998493,0.008141592540684622,0.004247789105489122,0.0038938069750168035,0.00849557467115694,0.004955753366433758,0.002123896322655213,0.0038938069750168035,0.007079646149267666,0.0031858427140721676,0.002123896322655213,0.0024778784531275314,0.01203539597588012,0.009911503193046211,0.0024778784531275314,0.005663717627378394,0.007787610410212303,0.004955753366433758,0.0038938069750168035,0.000707967800765941,0.0038938069750168035,0.001061949931238259,0.0038938069750168035,0.0038938069750168035,0.0024778784531275314,0.026194681194772845,0.006725664018795348,0.007433628279739985,0.009557521062573893,0.012389378106352439,0.01203539597588012,0.007787610410212303,0.00460177123596144,0.004247789105489122,0.010619467453990847,0.0031858427140721676,0.005663717627378394,0.010973449584463165,0.006725664018795348,0.010619467453990847,0.020884949237688074,0.018407074324381847,0.014513270889186348,0.006017699757850712,0.00849557467115694,0.018407074324381847,0.005663717627378394,0.010973449584463165,0.004247789105489122,0.006017699757850712,0.0031858427140721676,0.005309735496906076,0.009203538932101575,0.004247789105489122,3.5398213047231813e-09,0.00460177123596144,0.001769914192182895,0.00460177123596144,0.007433628279739985,0.002123896322655213,0.006725664018795348,0.006725664018795348,0.001061949931238259,0.005663717627378394,0.0035398248445444856,0.004955753366433758,0.0035398248445444856,0.009911503193046211,0.006725664018795348,0.00849557467115694,0.000707967800765941,0.002123896322655213,0.0035398248445444856,0.001061949931238259,0.001769914192182895,0.0028318605835998493,0.001769914192182895,0.004247789105489122,0.0024778784531275314,0.0031858427140721676,0.001415932061710577,0.001769914192182895,0.004955753366433758,0.001769914192182895,0.000707967800765941,0.001769914192182895,0.0024778784531275314,0.0003539856702936228,0.004955753366433758,0.004247789105489122,0.0024778784531275314,3.5398213047231813e-09,0.00460177123596144,0.004955753366433758,0.000707967800765941,0.006017699757850712,0.001061949931238259,3.5398213047231813e-09,0.0024778784531275314,0.002123896322655213,0.001415932061710577,0.0003539856702936228,0.001415932061710577,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_8675,0.012769351591828066,0.009310986256200743,0.0154296326192337,0.009310986256200743,0.007714817639757363,0.002394255584946097,0.008778930050719617,0.00984304246168187,0.015695660721974262,0.006650705228795109,0.006650705228795109,0.008512901947979054,0.00904495815346018,0.0069167333315356735,0.007714817639757363,0.006118649023313983,0.008512901947979054,0.00425645230413004,0.007182761434276237,0.007714817639757363,0.00585262092057342,0.007714817639757363,0.00824687384523849,0.00824687384523849,0.00585262092057342,0.010907154872644124,0.0074487895370168,0.01064112676990356,0.00904495815346018,0.00984304246168187,0.009577014358941307,0.010907154872644124,0.010375098667162998,0.00425645230413004,0.0069167333315356735,0.00345836799590835,0.00505453661235173,0.007714817639757363,0.005320564715092293,0.00425645230413004,0.00904495815346018,0.007182761434276237,0.0029263117904272237,0.005586592817832857,0.010375098667162998,0.008512901947979054,0.0069167333315356735,0.00505453661235173,0.002394255584946097,0.008512901947979054,0.004788508509611167,0.007182761434276237,0.0026602836876866605,0.01143921107812525,0.006650705228795109,0.008512901947979054,0.008512901947979054,0.004522480406870604,0.00824687384523849,0.00425645230413004,0.0037243960986489133,0.003192339893167787,0.0069167333315356735,0.010907154872644124,0.003192339893167787,0.00425645230413004,0.00425645230413004,0.005586592817832857,0.008512901947979054,0.006118649023313983,0.0018621993794649704,0.0018621993794649704,0.007980845742497926,0.01143921107812525,0.014365520208271447,0.006650705228795109,0.0069167333315356735,0.00824687384523849,0.010907154872644124,0.010907154872644124,0.013301407797309194,0.002394255584946097,0.005320564715092293,0.006118649023313983,0.005586592817832857,0.0069167333315356735,0.008778930050719617,0.00904495815346018,0.00345836799590835,0.008512901947979054,0.01383346400279032,0.007714817639757363,0.006650705228795109,0.007714817639757363,0.007980845742497926,0.0039904242013894765,0.00984304246168187,0.007980845742497926,0.012769351591828066,0.008512901947979054,0.01303537969456863,0.010375098667162998,0.011971267283606377,0.003192339893167787,0.0074487895370168,0.0069167333315356735,0.006650705228795109,0.003192339893167787,0.00505453661235173,0.003192339893167787,0.006384677126054546,0.0069167333315356735,0.010109070564422434,0.006650705228795109,0.00425645230413004,0.008778930050719617,0.01143921107812525,0.005320564715092293,0.008778930050719617,0.00824687384523849,0.00345836799590835,0.010375098667162998,0.009310986256200743,0.00824687384523849,0.0029263117904272237,0.012503323489087503,0.004788508509611167,0.002394255584946097,0.007980845742497926,0.007714817639757363,2.6602810274056333e-09,0.008512901947979054,0.005586592817832857,0.008778930050719617,0.003192339893167787,0.006650705228795109,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_6198,0.03414441270156929,0.01609104714135628,0.02001569182835911,0.009811615642151756,0.013736260329154586,0.006279435423849212,0.008241757767350625,0.010989009048252604,0.013343795860454304,0.007849293298650343,0.011381473516952888,0.018838298422258263,0.010596544579552322,0.009419151173451474,0.005102042017748363,0.00470957754904808,0.018445833953557977,0.006279435423849212,0.006671899892549494,0.009419151173451474,0.008634222236050908,0.010596544579552322,0.010204080110852038,0.010204080110852038,0.005102042017748363,0.004317113080347797,0.00745682882995006,0.00902668670475119,0.008634222236050908,0.013736260329154586,0.006671899892549494,0.012166402454353452,0.005102042017748363,0.0023547907368463837,0.005886970955148929,0.003532184142947232,0.003139719674246949,0.008634222236050908,0.004317113080347797,0.003532184142947232,0.005494506486448646,0.008241757767350625,0.005886970955148929,0.011381473516952888,0.005886970955148929,0.008241757767350625,0.00745682882995006,0.003139719674246949,0.002747255205546666,0.005494506486448646,0.005886970955148929,0.005494506486448646,0.0011773973307455353,0.007064364361249777,0.005102042017748363,0.003532184142947232,0.010989009048252604,0.001569861799445818,0.014913653735255434,0.007849293298650343,0.007064364361249777,0.005886970955148929,0.007849293298650343,0.013736260329154586,0.004317113080347797,0.002747255205546666,0.0019623262681461007,0.005886970955148929,0.005494506486448646,0.005886970955148929,0.006671899892549494,0.0019623262681461007,0.00470957754904808,0.015698582672656,0.015306118203955717,0.010596544579552322,0.00745682882995006,0.013736260329154586,0.008241757767350625,0.01295133139175402,0.014913653735255434,0.007064364361249777,0.00745682882995006,0.003139719674246949,0.004317113080347797,0.005886970955148929,0.003139719674246949,0.003924648611647515,0.005886970955148929,0.007064364361249777,0.009811615642151756,0.006671899892549494,0.004317113080347797,0.006279435423849212,0.004317113080347797,0.003139719674246949,0.014128724797854868,0.00902668670475119,0.009419151173451474,0.005102042017748363,0.014521189266555152,0.008241757767350625,0.008634222236050908,0.0023547907368463837,0.002747255205546666,0.006279435423849212,0.006671899892549494,0.004317113080347797,0.0023547907368463837,0.003139719674246949,0.00470957754904808,0.002747255205546666,0.00470957754904808,0.005102042017748363,0.003532184142947232,0.003924648611647515,0.005494506486448646,0.00470957754904808,0.006279435423849212,0.009811615642151756,0.0007849328620452526,0.010989009048252604,0.010204080110852038,0.009811615642151756,0.005102042017748363,0.011381473516952888,0.00902668670475119,0.0011773973307455353,0.005102042017748363,0.002747255205546666,0.0003924683933449698,0.0019623262681461007,0.003139719674246949,0.006279435423849212,0.002747255205546666,0.003532184142947232,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_2895,0.0234675930241938,0.011908929528495885,0.019264442662121833,0.012609454588841213,0.010157616877632562,0.007005254106078585,0.006654991575905921,0.010507879407805227,0.01155866699832322,0.009457091817287233,0.006654991575905921,0.011208404468150556,0.0049036789250426,0.011908929528495885,0.006654991575905921,0.009807354347459898,0.014010504709531869,0.006304729045733257,0.006654991575905921,0.01155866699832322,0.008756566756941905,0.008406304226769242,0.012259192058668548,0.007005254106078585,0.007005254106078585,0.005954466515560593,0.007005254106078585,0.006304729045733257,0.007705779166423913,0.008406304226769242,0.010157616877632562,0.009807354347459898,0.007005254106078585,0.008056041696596577,0.008056041696596577,0.003152366274179279,0.005604203985387928,0.00910682928711457,0.007705779166423913,0.0035026288043519434,0.005253941455215264,0.01155866699832322,0.002802103744006615,0.0035026288043519434,0.008756566756941905,0.006654991575905921,0.007005254106078585,0.0042031538646972715,0.004553416394869936,0.00910682928711457,0.005604203985387928,0.005253941455215264,0.0038528913345246074,0.009457091817287233,0.004553416394869936,0.0049036789250426,0.01155866699832322,0.003152366274179279,0.012959717119013878,0.007705779166423913,0.004553416394869936,0.007005254106078585,0.00910682928711457,0.01155866699832322,0.0038528913345246074,0.0017513161534886224,0.005253941455215264,0.008406304226769242,0.010858141937977892,0.00910682928711457,0.0035026288043519434,0.0024518412138339507,0.010507879407805227,0.014711029769877197,0.016112079890567853,0.009457091817287233,0.008756566756941905,0.010157616877632562,0.01576181736039519,0.008756566756941905,0.010157616877632562,0.005253941455215264,0.004553416394869936,0.003152366274179279,0.008406304226769242,0.006304729045733257,0.004553416394869936,0.009807354347459898,0.0024518412138339507,0.005253941455215264,0.00910682928711457,0.011208404468150556,0.0042031538646972715,0.010858141937977892,0.006304729045733257,0.0024518412138339507,0.00910682928711457,0.0035026288043519434,0.017162867481085847,0.006304729045733257,0.007705779166423913,0.008406304226769242,0.005604203985387928,0.0024518412138339507,0.007705779166423913,0.005604203985387928,0.005954466515560593,0.0038528913345246074,0.005604203985387928,0.004553416394869936,0.007705779166423913,0.003152366274179279,0.002802103744006615,0.0024518412138339507,0.008756566756941905,0.009807354347459898,0.004553416394869936,0.00070052856297063,0.0049036789250426,0.005954466515560593,0.0017513161534886224,0.010858141937977892,0.007355516636251249,0.007355516636251249,0.0017513161534886224,0.007355516636251249,0.0042031538646972715,0.002802103744006615,0.009457091817287233,0.0035026288043519434,0.0003502660327979659,0.007705779166423913,0.003152366274179279,0.006304729045733257,0.0021015786836612866,0.008406304226769242,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_828,0.037168920420714006,0.023147112957918152,0.014689514805755572,0.010015578984823621,0.02270197621306749,0.008457600377846304,0.012463831081502261,0.010460715729674283,0.0184731771369862,0.01179612596422627,0.0075673268881449795,0.004673938046615676,0.011350989219375607,0.009347873867547627,0.004673938046615676,0.0037836645569143514,0.02069886086123951,0.012018694336651599,0.011350989219375607,0.010238147357248952,0.012908967826352924,0.014021809688479579,0.012463831081502261,0.012908967826352924,0.009347873867547627,0.008012463632995641,0.005119074791466337,0.010460715729674283,0.013576672943628916,0.0053416431638916686,0.008902737122696966,0.016915198530008883,0.013131536198778255,0.005119074791466337,0.010905852474524944,0.0053416431638916686,0.0066770533984436544,0.010683284102099613,0.00578677990874233,0.005564211536317,0.004006232929339683,0.006899621770868986,0.0037836645569143514,0.002893391067213027,0.0037836645569143514,0.009570442239972958,0.007122190143294317,0.004451369674190344,0.006899621770868986,0.0053416431638916686,0.008235032005420972,0.00578677990874233,0.0008902757153850482,0.0020031175775117034,0.0020031175775117034,0.0053416431638916686,0.0020031175775117034,0.004006232929339683,0.019586018999112855,0.008902737122696966,0.006454485026018323,0.008235032005420972,0.01224126270907693,0.014912083178180904,0.011573557591800938,0.006899621770868986,0.007122190143294317,0.010238147357248952,0.0031159594396383584,0.0066770533984436544,0.005564211536317,0.008012463632995641,0.008012463632995641,0.010683284102099613,0.017582903647284875,0.013576672943628916,0.008012463632995641,0.006231916653592993,0.01424437806090491,0.0075673268881449795,0.010238147357248952,0.007122190143294317,0.004673938046615676,0.0035610961844890206,0.0053416431638916686,0.010015578984823621,0.005119074791466337,0.002893391067213027,0.0033385278120636893,0.0015579808326610413,0.004006232929339683,0.0053416431638916686,0.004673938046615676,0.009347873867547627,0.009570442239972958,0.0035610961844890206,0.004006232929339683,0.0031159594396383584,0.0035610961844890206,0.0060093482811676615,0.012018694336651599,0.006899621770868986,0.0075673268881449795,0.0026708226947876963,0.008235032005420972,0.00578677990874233,0.0022256859499370342,0.0020031175775117034,0.0060093482811676615,0.0033385278120636893,0.00578677990874233,0.002893391067213027,0.0031159594396383584,0.002893391067213027,0.0035610961844890206,0.0075673268881449795,0.004673938046615676,0.00578677990874233,0.0024482543223623655,0.0017805492050863723,2.2256837242533103e-09,0.004673938046615676,0.0035610961844890206,0.0006677073429597173,0.0002225705981090553,0.0002225705981090553,0.006899621770868986,0.0015579808326610413,0.0033385278120636893,0.0015579808326610413,0.0035610961844890206,0.004451369674190344,0.004006232929339683,0.0017805492050863723,2.2256837242533103e-09,0.0004451389705343863,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_1658,0.04519339277555938,0.022979693124326774,0.021447713838034867,0.013404822585002375,0.014553807049721302,0.00804289508298071,0.011106853655564517,0.011489848477137493,0.014553807049721302,0.00612792097511583,0.00804289508298071,0.012638832941856422,0.007276905439834758,0.007276905439834758,0.007659900261407734,0.008425889904553686,0.01685177597915916,0.007659900261407734,0.0068939106182617825,0.009191879547699637,0.009191879547699637,0.00804289508298071,0.0130218277634294,0.012255838120283446,0.007276905439834758,0.005744926153542855,0.00995786919084559,0.010723858833991542,0.008808884726126662,0.012638832941856422,0.008425889904553686,0.007276905439834758,0.005744926153542855,0.005361931331969878,0.003446957224104999,0.003446957224104999,0.005744926153542855,0.007659900261407734,0.003829952045677975,0.002680967580959047,0.004212946867250951,0.006510915796688806,0.003063962402532023,0.00804289508298071,0.00612792097511583,0.009191879547699637,0.007276905439834758,0.004212946867250951,0.004212946867250951,0.0068939106182617825,0.002680967580959047,0.003446957224104999,0.0015319831162401193,0.008425889904553686,0.004595941688823927,0.003446957224104999,0.011872843298710469,0.003829952045677975,0.021830708659607845,0.005361931331969878,0.006510915796688806,0.005361931331969878,0.009191879547699637,0.01378781740657535,0.003829952045677975,0.004212946867250951,0.0015319831162401193,0.008808884726126662,0.006510915796688806,0.00804289508298071,0.005361931331969878,0.004212946867250951,0.011106853655564517,0.016085786336013205,0.019915734551742965,0.009574874369272613,0.004595941688823927,0.010340864012418566,0.012638832941856422,0.010723858833991542,0.018000760443878085,0.003829952045677975,0.003063962402532023,0.004212946867250951,0.007659900261407734,0.005744926153542855,0.00038299865152119166,0.002680967580959047,0.006510915796688806,0.005361931331969878,0.008425889904553686,0.005361931331969878,0.003446957224104999,0.004595941688823927,0.004212946867250951,0.005361931331969878,0.01378781740657535,0.005361931331969878,0.014170812228148326,0.005744926153542855,0.009191879547699637,0.006510915796688806,0.008808884726126662,0.003446957224104999,0.003063962402532023,0.0049789365103969025,0.003063962402532023,0.003446957224104999,0.002680967580959047,0.0019149779378130952,0.004212946867250951,0.0015319831162401193,0.003829952045677975,0.007659900261407734,0.003829952045677975,0.003063962402532023,0.003063962402532023,0.0019149779378130952,0.003446957224104999,0.005361931331969878,0.00038299865152119166,0.009191879547699637,0.007659900261407734,0.009574874369272613,0.002297972759386071,0.010340864012418566,0.005361931331969878,0.003063962402532023,0.003063962402532023,0.002297972759386071,3.8299482157297594e-09,0.00038299865152119166,0.002297972759386071,0.00995786919084559,0.002680967580959047,0.007276905439834758,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_2074,0.021985336475663614,0.01565622541889849,0.017654892068403268,0.015323114310647696,0.01265822544464133,0.008994003253882572,0.009327114362133368,0.008327781037380981,0.013657558769393717,0.010326447686885756,0.008327781037380981,0.013657558769393717,0.01598933652714929,0.008994003253882572,0.00999333657863496,0.010659558795136553,0.016322447635400084,0.004996669954873021,0.0076615588208793885,0.007994669929130185,0.00999333657863496,0.014656892094146104,0.007994669929130185,0.002998003305368246,0.006662225496127001,0.005329781063123817,0.0076615588208793885,0.004996669954873021,0.003997336630120633,0.008660892145631777,0.003331114413619042,0.01432378098589531,0.007994669929130185,0.004996669954873021,0.008660892145631777,0.008327781037380981,0.002998003305368246,0.005329781063123817,0.006329114387876205,0.002331781088866654,0.006662225496127001,0.007994669929130185,0.002331781088866654,0.008994003253882572,0.008660892145631777,0.016322447635400084,0.008994003253882572,0.0076615588208793885,0.004330447738371429,0.0069953366043777965,0.0073284477126285925,0.008994003253882572,0.0036642255218698374,0.004996669954873021,0.0073284477126285925,0.009660225470384164,0.0076615588208793885,0.001998669980615858,0.0149900032023969,0.010659558795136553,0.009660225470384164,0.006662225496127001,0.0076615588208793885,0.008327781037380981,0.004996669954873021,0.005329781063123817,0.004663558846622225,0.009327114362133368,0.0076615588208793885,0.006329114387876205,0.006329114387876205,0.004330447738371429,0.011992003228139737,0.017654892068403268,0.01598933652714929,0.01099266990338735,0.010326447686885756,0.013990669877644513,0.01099266990338735,0.009660225470384164,0.007994669929130185,0.004330447738371429,0.0036642255218698374,0.0073284477126285925,0.0069953366043777965,0.004996669954873021,0.004663558846622225,0.004996669954873021,0.005662892171374613,0.00999333657863496,0.009660225470384164,0.005662892171374613,0.004330447738371429,0.006662225496127001,0.006329114387876205,0.003331114413619042,0.007994669929130185,0.0076615588208793885,0.003331114413619042,0.002998003305368246,0.008994003253882572,0.00999333657863496,0.004330447738371429,3.3311110825079594e-09,0.002331781088866654,0.004996669954873021,0.005662892171374613,0.002331781088866654,0.0073284477126285925,0.002331781088866654,0.010659558795136553,0.006329114387876205,0.008994003253882572,0.0069953366043777965,0.00266489219711745,0.00266489219711745,0.006329114387876205,0.002331781088866654,0.003997336630120633,0.003997336630120633,0.00033311443936187845,0.008327781037380981,0.0069953366043777965,0.005329781063123817,0.00266489219711745,0.0073284477126285925,0.008660892145631777,0.0006662255476126744,0.004663558846622225,0.005329781063123817,3.3311110825079594e-09,0.002331781088866654,0.005996003279625409,0.001998669980615858,0.001332447764114266,0.0009993366558634703,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_9501,0.025803527223057666,0.014335293572355643,0.018409534474578732,0.016146067306677014,0.01448619138354909,0.0037724467888143043,0.010713746103712899,0.009053870180584974,0.016296965117870463,0.011619132970873585,0.011619132970873585,0.009355665802971869,0.01659876074025736,0.008752074558198078,0.00860117674700463,0.009506563614165317,0.013429906705194956,0.004828731467168439,0.008299381124617736,0.009657461425358765,0.0066395052014898105,0.010110154858939107,0.010713746103712899,0.006186811767909467,0.006186811767909467,0.006337709579102915,0.009204767991778422,0.007846687691037392,0.008299381124617736,0.007393994257457049,0.0027161621104601704,0.012675417649227718,0.005583220523135677,0.0069413008238767065,0.00603591395671602,0.007092198635070154,0.004979629278361886,0.0066395052014898105,0.009808359236552213,0.004376038033588095,0.004828731467168439,0.010110154858939107,0.0030179577328470655,0.005734118334329125,0.005130527089555334,0.017051454173837702,0.009506563614165317,0.006337709579102915,0.0042251402223946475,0.00603591395671602,0.004979629278361886,0.009355665802971869,0.001961673054492932,0.006337709579102915,0.00603591395671602,0.0069413008238767065,0.006186811767909467,0.0040742424112011994,0.01448619138354909,0.008299381124617736,0.005583220523135677,0.004376038033588095,0.008148483313424288,0.009657461425358765,0.005281424900748782,0.005130527089555334,0.004376038033588095,0.008148483313424288,0.007243096446263602,0.007544892068650497,0.003923344600007751,0.004828731467168439,0.008902972369391526,0.01644786292906391,0.017956841040998386,0.008450278935811182,0.009657461425358765,0.018409534474578732,0.011015541726099793,0.011166439537293241,0.010713746103712899,0.004376038033588095,0.003319753355233961,0.006337709579102915,0.00799758550223084,0.006488607390296363,0.0042251402223946475,0.0067904030126832585,0.007393994257457049,0.00860117674700463,0.00860117674700463,0.00603591395671602,0.005885016145522572,0.00603591395671602,0.005885016145522572,0.0037724467888143043,0.006186811767909467,0.007695789879843945,0.005432322711942229,0.002867059921653618,0.00995925704774566,0.0069413008238767065,0.007544892068650497,1.508978111934477e-09,0.004376038033588095,0.0042251402223946475,0.004677833655974991,0.003319753355233961,0.005583220523135677,0.0024143664880732748,0.014787987005935987,0.006337709579102915,0.006488607390296363,0.0067904030126832585,0.003923344600007751,0.0040742424112011994,0.0066395052014898105,0.0018107752432994842,0.004526935844781543,0.004979629278361886,0.000452694942558455,0.00799758550223084,0.009053870180584974,0.004677833655974991,0.0016598774321060364,0.0034706511664274087,0.012222724215647376,0.0007544905649453503,0.004526935844781543,0.005130527089555334,0.00015089932017155964,0.0021125708656863796,0.005432322711942229,0.002867059921653618,0.0012071839985256935,0.00030179713136500733,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_414,0.017166939417450934,0.008429276165315023,0.017372531493971777,0.010999177121825585,0.011204769198346431,0.0019531257549084092,0.00873766428009629,0.007298519744450377,0.010279604854002629,0.00956003258617967,0.009765624662700517,0.010485196930523473,0.00863486824183587,0.008223684088794179,0.007606907859231645,0.008120888050533757,0.010382400892263052,0.004111842558377281,0.006887335591408687,0.008943256356617137,0.007298519744450377,0.007709703897492067,0.007709703897492067,0.008429276165315023,0.007504111820971222,0.010382400892263052,0.00956003258617967,0.008532072203575446,0.007812499935752489,0.007092927667929533,0.010382400892263052,0.01079358504530474,0.007606907859231645,0.005550987094023196,0.007915295974012911,0.007298519744450377,0.0048314148262002385,0.008326480127054602,0.007606907859231645,0.0035978623670751687,0.007812499935752489,0.00956003258617967,0.0026726980227313665,0.004728618787939815,0.008120888050533757,0.009251644471398405,0.009046052394877558,0.005653783132283618,0.005139802940981506,0.007195723706189955,0.006373355400106575,0.004317434634898126,0.002158717831429254,0.00956003258617967,0.003906250481856436,0.006784539553148265,0.009868420700960938,0.0048314148262002385,0.008840460318356714,0.004317434634898126,0.004317434634898126,0.003392270290554324,0.0064761514383669975,0.009971216739221361,0.004934210864460661,0.0027754940609917888,0.002364309907950099,0.00873766428009629,0.005653783132283618,0.008120888050533757,0.002569901984470944,0.0019531257549084092,0.007298519744450377,0.012129933542690232,0.01583059092006544,0.006784539553148265,0.0069901316296691095,0.010279604854002629,0.009971216739221361,0.010279604854002629,0.014699834499200794,0.005139802940981506,0.006270559361846152,0.0059621712470648855,0.008120888050533757,0.00956003258617967,0.0059621712470648855,0.008429276165315023,0.004111842558377281,0.0053453950175023504,0.012335525619211078,0.007709703897492067,0.0069901316296691095,0.009046052394877558,0.007504111820971222,0.0038034544435960136,0.010176808815742205,0.0038034544435960136,0.015933386958325864,0.007504111820971222,0.01202713750442981,0.010176808815742205,0.010999177121825585,0.0027754940609917888,0.005653783132283618,0.005448191055762773,0.0059621712470648855,0.0053453950175023504,0.006373355400106575,0.003906250481856436,0.007092927667929533,0.006064967285325308,0.004934210864460661,0.005448191055762773,0.0069901316296691095,0.009148848433137981,0.007504111820971222,0.005037006902721083,0.006373355400106575,0.0059621712470648855,0.0028782900992522114,0.01079358504530474,0.009457236547919249,0.007298519744450377,0.002158717831429254,0.00956003258617967,0.006373355400106575,0.0048314148262002385,0.009148848433137981,0.0028782900992522114,1.0279603826042246e-09,0.007298519744450377,0.0030838821757730563,0.009148848433137981,0.001644737640127142,0.00873766428009629,9.2992182444421e-05,9.2992182444421e-05,9.2992182444421e-05,9.2992182444421e-05,9.2992182444421e-05
k115_7445,0.02339059784491552,0.014489751665066797,0.016973708738512953,0.015524733779002695,0.012212791014407823,0.004760919794069358,0.010349823209323206,0.009521837518174488,0.01304077670555654,0.010556819632110385,0.009935830363748847,0.012005794591620642,0.010970812477684744,0.009935830363748847,0.010970812477684744,0.0076588697130898714,0.011591801746046283,0.006209894753579614,0.00890084824981295,0.009107844672600129,0.009107844672600129,0.009314841095387308,0.00869385182702577,0.005795901908005255,0.006416891176366794,0.0068308840219411535,0.0076588697130898714,0.0076588697130898714,0.007037880444728333,0.00848685540423859,0.00351894125734628,0.012419787437195002,0.004760919794069358,0.006209894753579614,0.007865866135877052,0.006416891176366794,0.004346926948494998,0.007037880444728333,0.007865866135877052,0.004760919794069358,0.004967916216856537,0.009728833940961667,0.00351894125734628,0.006002898330792435,0.0076588697130898714,0.012005794591620642,0.006416891176366794,0.007451873290302692,0.005795901908005255,0.006623887599153974,0.005588905485218076,0.010970812477684744,0.004760919794069358,0.005795901908005255,0.006623887599153974,0.005174912639643717,0.005174912639643717,0.004139930525707818,0.012212791014407823,0.007037880444728333,0.006209894753579614,0.005588905485218076,0.009107844672600129,0.009521837518174488,0.005795901908005255,0.006416891176366794,0.004346926948494998,0.010142826786536026,0.007865866135877052,0.005174912639643717,0.004139930525707818,0.006002898330792435,0.00869385182702577,0.01718070516130013,0.01759469800687449,0.010349823209323206,0.0068308840219411535,0.016145723047364235,0.011591801746046283,0.012833780282769361,0.009935830363748847,0.004967916216856537,0.002690955566197562,0.006623887599153974,0.004553923371282178,0.005588905485218076,0.004760919794069358,0.009314841095387308,0.0068308840219411535,0.009314841095387308,0.012005794591620642,0.006002898330792435,0.004760919794069358,0.006623887599153974,0.004967916216856537,0.004139930525707818,0.007865866135877052,0.005381909062430896,0.003932934102920639,0.002069966297836023,0.012005794591620642,0.00848685540423859,0.0072448768675155125,0.00020699849275140743,0.0028979519889847415,0.005174912639643717,0.004553923371282178,0.003104948411771921,0.007451873290302692,0.0028979519889847415,0.009314841095387308,0.007451873290302692,0.009521837518174488,0.006209894753579614,0.0014489770294744846,0.003932934102920639,0.006416891176366794,0.004967916216856537,0.0068308840219411535,0.006623887599153974,0.00020699849275140743,0.011384805323259103,0.00890084824981295,0.00372593768013346,0.00372593768013346,0.005588905485218076,0.009521837518174488,2.0699642278717956e-09,0.005381909062430896,0.009728833940961667,2.0699642278717956e-09,0.00372593768013346,0.004967916216856537,0.00351894125734628,0.0006209913383257665,0.000413994915538587,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
